,d_loss,g_loss
1,-0.20657621324062347,0.04145060479640961
2,0.3084618151187897,0.5113894939422607
3,-0.5139533877372742,-0.03558184951543808
4,-0.28509536385536194,-0.17447048425674438
5,0.1656763255596161,0.13267478346824646
6,-0.21781958639621735,-0.28371500968933105
7,-0.10062690079212189,-0.016053572297096252
8,-0.302005797624588,0.8103846311569214
9,-0.2579692602157593,-0.2107311338186264
10,-0.3727286458015442,0.3068954050540924
11,-0.023045912384986877,-0.1445092260837555
12,-0.035301320254802704,0.21435335278511047
13,-0.4302898347377777,0.21579918265342712
14,-0.3115040063858032,0.7964905500411987
15,-0.07144222408533096,0.1932516098022461
16,-0.2221636027097702,0.3503727614879608
17,-0.2149457037448883,-0.3047003149986267
18,-0.18270644545555115,-0.37838929891586304
19,-0.23653726279735565,0.24338336288928986
20,0.19908306002616882,0.2770252823829651
21,-0.0614161416888237,0.6263678073883057
22,-0.026779066771268845,0.09067787975072861
23,-0.3997362554073334,0.7997543811798096
24,-0.24518300592899323,-0.38695722818374634
25,-0.041381482034921646,-0.006660878658294678
26,-0.4497665762901306,0.2077113389968872
27,-0.19626034796237946,0.1327126920223236
28,-0.20921964943408966,-0.07221214473247528
29,-0.020755283534526825,0.1722511351108551
30,-0.4585176110267639,0.018067464232444763
31,0.17799131572246552,0.7051599025726318
32,-0.09683988243341446,0.6616970300674438
33,-0.5634734034538269,0.9380044937133789
34,-0.04958948865532875,0.5943124890327454
35,0.022505074739456177,-0.17943677306175232
36,-0.42703524231910706,0.39784860610961914
37,-0.10234382003545761,0.1914300173521042
38,-0.002210781443864107,1.6601961851119995
39,-0.30405375361442566,0.8036906123161316
40,-0.5409310460090637,0.12301550060510635
41,-0.3096807599067688,0.14690253138542175
42,-0.19097746908664703,-0.2548075020313263
43,-0.3435932993888855,-0.3935527801513672
44,-0.24492859840393066,0.310404896736145
45,-0.5859100818634033,1.0266213417053223
46,-0.14251358807086945,1.1406404972076416
47,-0.45405593514442444,0.741107165813446
48,-0.21500614285469055,0.04442626237869263
49,0.1731310486793518,0.2585359811782837
50,-0.49753516912460327,-0.1286735236644745
